Thursday, overcast, 75, n, Gina Teschke, None
Friday, clear, 75, n, Blue Collar Band (trio), None
Saturday, clear, 75, n, Moroccan Sheepherders, Sea Hear Now
Sunday, clear, 75, n, Kyle Ahern, Sea Hear Now
